path,imported_by_paper_mainline,runtime_executed,keep,replacement,action
scripts/repair_render_artifacts.py,no,unknown,no,none; excluded by frozen method,delete
scripts/route_lafgs_counterfactual_repairs.py,no,unknown,no,none; excluded by frozen method,delete
scripts/run_anysplat_feedforward.py,no,unknown,no,none,delete
scripts/run_cambridge_best_crossscene.sh,no,unknown,no,none,delete
scripts/run_cambridge_lafgs_rawxyz_map.sh,no,unknown,no,none,delete
scripts/run_cambridge_matcha_pretrained_mainline.sh,no,unknown,no,none,delete
scripts/run_cambridge_strict_2dgs_scene.sh,no,unknown,no,none,delete
scripts/run_cambridge_v14_f0_scene.sh,no,unknown,no,none,delete
scripts/run_densekl_v03_cambridge.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_geometry_balance_2x2_shopfacade.sh,no,unknown,no,none,delete
scripts/run_la_capacity_fullchain_ablation.sh,no,unknown,no,none,delete
scripts/run_la_clean_control_matrix.sh,no,unknown,no,none,delete
scripts/run_la_clean_real_train_mainline.sh,no,unknown,no,none,delete
scripts/run_la_oldhospital_objective_ablation.sh,no,unknown,no,none,delete
scripts/run_la_pseudo_query_pipeline.sh,no,unknown,no,none,delete
scripts/run_la_qualitative_diagnostics.py,no,unknown,no,none,delete
scripts/run_la_refactored_mainline.sh,no,unknown,no,none,delete
scripts/run_la_update2_dense_long_worker.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_la_update2_long_worker.sh,no,unknown,no,none,delete
scripts/run_la_update3_p0_worker.sh,no,unknown,no,none,delete
scripts/run_lafgs_active_map_v2.py,no,unknown,no,none,delete
scripts/run_lafgs_alternating_reconstruction.sh,no,unknown,no,none,delete
scripts/run_lafgs_alternating_structure.py,yes,unknown,yes,root-level core module,migrate
scripts/run_lafgs_anysplat_prior_matrix.sh,no,unknown,no,none,delete
scripts/run_lafgs_cambridge_guarded_pnp.py,no,unknown,no,none,delete
scripts/run_lafgs_dense_refinement_oldhospital.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_full_prior_capacity.sh,no,unknown,no,none,delete
scripts/run_lafgs_full_prior_marginal.sh,no,unknown,no,none,delete
scripts/run_lafgs_functional_curve_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_joint_assignment_p0.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_joint_assignment_p1.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_joint_assignment_production_profile.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_map_list_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_micro_anchor_v5_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_nested_band_lgo.py,no,unknown,no,none,delete
scripts/run_lafgs_offtheshelf_prior_matrix.sh,no,unknown,no,none,delete
scripts/run_lafgs_plain_sparse_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_preemptive_cross_scene_profile.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v10_clean_rebuild.sh,no,unknown,no,none,delete
scripts/run_lafgs_v1_frozen_multiscene.sh,no,entrypoint,yes,root-level core module + thin CLI,migrate
scripts/run_lafgs_v1_group_consensus_oracle.sh,no,unknown,no,none,delete
scripts/run_lafgs_v1_group_saturated_consensus.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v1_slps.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_alltrain_control_protected.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_bootstrap_matrix.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_canonical_native_mainline.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_controlled_anchor_sanitization.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_factor_matrix.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_matcha_clean_scene.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_micro_anchor_capacity.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_micro_anchor_v2_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_native_objective_ablation.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_pair_inlier_refinement.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_pnp_value_rank.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_progressive_legacy_shopfacade.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_protected_micro_anchor_eval.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_protected_prune_refresh.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_protected_semidense_v2.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_query_context_p0.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_rank_budget_oracle.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_retrieval_width_ablation.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_rgb_prior_sanitization.sh,no,entrypoint,yes,root-level core module + thin CLI,migrate
scripts/run_lafgs_v2_robust_ba_refresh.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_robust_initializer_ablation.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_seed_graph_oracles.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_selflocal_assignment_mainline.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_selflocal_semidense.sh,no,unknown,no,none; excluded by frozen method,delete
scripts/run_lafgs_v2_shopfacade.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_shopfacade_observation_ablation.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_track_teacher_ablation.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_ulfparity_alternating.sh,no,unknown,no,none,delete
scripts/run_lafgs_v2_widebank_distill_refresh.sh,no,unknown,no,none,delete
scripts/run_locaware_cambridge_full.sh,no,unknown,no,none,delete
scripts/run_locaware_v02_shopfacade.sh,no,unknown,no,none,delete
scripts/run_locaware_v03_multiscene.sh,no,unknown,no,none,delete
scripts/run_locaware_v03_shopfacade.sh,no,unknown,no,none,delete
scripts/run_locaware_v03_topology_full.sh,no,unknown,no,none,delete
scripts/run_shopfacade_mapfim_detector_adaptation.sh,no,unknown,no,none,delete
scripts/run_shopfacade_mapfim_field_ablation.sh,no,unknown,no,none,delete
scripts/run_shopfacade_topology_bank_continuation.sh,no,unknown,no,none,delete
scripts/run_stdloc_rgb_only_2dgs_prior.sh,no,unknown,no,none,delete
scripts/sanitize_lafgs_landmarks.py,no,unknown,no,none,delete
scripts/select_candidate_checkpoint.py,no,unknown,no,none,delete
scripts/select_lafgs_clean_initialization.py,no,unknown,no,none,delete
scripts/select_lafgs_dense_refinement_gate.py,no,unknown,no,none; excluded by frozen method,delete
scripts/select_lafgs_group_consensus_queries.py,no,unknown,no,none,delete
scripts/select_lafgs_map_checkpoint.py,no,unknown,no,none,delete
scripts/select_lafgs_micro_anchor_extensions.py,no,unknown,no,none,delete
scripts/select_pseudo_query_pool.py,no,unknown,no,none,delete
scripts/slice_lafgs_materialized_anchor_extension.py,no,unknown,no,none,delete
scripts/slim_lafgs_query_cache.py,no,unknown,no,none,delete
scripts/subset_landmark_visibility.py,no,unknown,no,none,delete
scripts/summarize_cambridge_crossscene.py,no,unknown,no,none,delete
scripts/summarize_cambridge_strict_2dgs.py,no,unknown,no,none,delete
scripts/summarize_cambridge_v14_f0.py,no,unknown,no,none,delete
scripts/summarize_joint_assignment_p0.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_joint_assignment_p1.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_joint_assignment_production_profile.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_la_update2_dense_long.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_la_update2_long_closure.py,no,unknown,no,none,delete
scripts/summarize_lafgs_cambridge.py,no,unknown,no,none,delete
scripts/summarize_lafgs_group_consensus_oracle.py,no,unknown,no,none,delete
scripts/summarize_lafgs_group_saturated_solver.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_lafgs_prior_robustness.py,no,unknown,no,none,delete
scripts/summarize_lafgs_slps.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_lafgs_v1_multiscene.py,no,unknown,no,none,delete
scripts/summarize_lafgs_v2_bootstrap_matrix.py,no,unknown,no,none,delete
scripts/summarize_preemptive_cross_scene_profile.py,no,unknown,no,none; excluded by frozen method,delete
scripts/summarize_rank_oracle_dump.py,no,unknown,no,none,delete
scripts/summarize_rgb_prior_sanitization.py,no,unknown,no,none,delete
scripts/summarize_topology_risk_events.py,no,unknown,no,none,delete
scripts/train_7scenes.sh,no,unknown,no,none,delete
scripts/train_cambridge.sh,no,unknown,no,none,delete
scripts/train_joint_assignment_loso.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_basin_prototypes.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_basis_core_reserve_selector.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_candidate_context_gate.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_candidate_context_pair_scorer.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_confusion_directed_metric.py,no,unknown,no,none,delete
scripts/train_lafgs_contrastive_prototypes.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_dense_field_refinement.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_dual_context_encoder.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_micro_anchor_descriptors.py,no,unknown,no,none,delete
scripts/train_lafgs_pose_sufficient_selector.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_relational_ambiguity_gate.py,no,unknown,no,none,delete
scripts/train_lafgs_selection_aware_reconstruction.py,no,unknown,no,none,delete
scripts/train_lafgs_slps_selector.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_lafgs_v6_conflict_features.py,no,unknown,no,none,delete
scripts/train_lafgs_v7_online_metric.py,yes,entrypoint,yes,root-level core module + thin CLI,migrate
scripts/train_local_context_adapter.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_locaware_cambridge.sh,no,unknown,no,none,delete
scripts/train_native_matchability_calibrator.py,no,unknown,no,none; excluded by frozen method,delete
scripts/train_one_of_k_reranker.py,no,unknown,no,none,delete
scripts/transfer_lafgs_selection_mask.py,no,unknown,no,none,delete
scripts/validate_lafgs_paper_mainline.py,no,unknown,no,none,delete
scripts/verify_geometry_teacher_statistics.py,no,unknown,no,none,delete
scripts/verify_lafgs_canonical_manifest.py,no,unknown,no,none,delete
scripts/verify_lafgs_direct_holdout.py,no,unknown,no,none,delete
scripts/visualize_nerfbaselines_predictions.py,no,unknown,no,none,delete
scripts/visualize_pseudo_query_pipeline.py,no,unknown,no,none,delete
stdloc.py,yes,entrypoint,yes,localization/localizer.py,migrate
submodules/Mask2Former,no,unknown,no,external dependency or removed research path,delete
submodules/gsplat,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/ext.cpp,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/setup.py,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/simple_knn.cu,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/simple_knn.h,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/simple_knn/.gitkeep,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/spatial.cu,no,unknown,no,external dependency or removed research path,delete
submodules/simple-knn/spatial.h,no,unknown,no,external dependency or removed research path,delete
tests/test_absolute_set_risk.py,no,unknown,no,none,delete
tests/test_active_map_v5.py,no,unknown,no,none,delete
tests/test_alternating_map.py,no,unknown,no,none,delete
tests/test_anysplat_prior.py,no,unknown,no,none,delete
tests/test_arguments.py,no,unknown,no,none,delete
tests/test_artifact_contract.py,no,unknown,no,none,delete
tests/test_basin_conflict_anchors.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_basin_distillation.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_basin_family_prototypes.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_basin_prototype_training.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_basis_aware_map.py,no,unknown,no,none,delete
tests/test_basis_utility.py,no,unknown,no,none,delete
tests/test_build_lafgs_topk_outcomes.py,no,unknown,no,none,delete
tests/test_cached_deployment_replay.py,no,unknown,no,none,delete
tests/test_cambridge_matcha_2dgs_protocol.py,no,unknown,no,none,delete
tests/test_cambridge_matcha_mainline_runner.py,no,unknown,no,none,delete
tests/test_cambridge_strict_2dgs_summary.py,no,unknown,no,none,delete
tests/test_cambridge_v14_f0.py,no,unknown,no,none,delete
tests/test_candidate_basin_teacher.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_candidate_context_pair_scorer.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_candidate_context_rescue.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_candidate_oracles.py,no,unknown,no,none,delete
tests/test_candidate_scale_calibration.py,no,unknown,no,none,delete
tests/test_checkpoint_compat.py,no,unknown,no,none,delete
tests/test_compose_lafgs_policy_replay.py,no,unknown,no,none,delete
tests/test_confusion_directed_metric.py,no,unknown,no,none,delete
tests/test_confusion_evidence.py,no,unknown,no,none,delete
tests/test_context_training_contract.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_contextual_descriptor.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_counterfactual_positive_teacher.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_counterfactual_repair_routing.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_covariance_pose_refinement.py,no,unknown,no,none,delete
tests/test_dense_distill.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_dense_teacher_losses.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_dependency_pose_sampler.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_descriptor_diagnostics.py,no,unknown,no,none,delete
tests/test_detector_free_map.py,no,unknown,no,none,delete
tests/test_detector_soft_targets.py,no,unknown,no,none,delete
tests/test_direct_landmark_teacher.py,no,unknown,no,none,delete
tests/test_discrete_decision_oracles.py,no,unknown,no,none,delete
tests/test_dual_prototype_oracle.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_episode_geometry.py,no,unknown,no,none,delete
tests/test_episode_sampler.py,no,unknown,no,none,delete
tests/test_eval_analysis.py,no,unknown,no,none,delete
tests/test_evaluate_lafgs_preemptive_parity.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_evaluate_offtheshelf_gaussian_prior.py,no,unknown,no,none,delete
tests/test_evidence_graph_contract.py,no,unknown,no,none,delete
tests/test_exact_counterfactual_pose_teacher.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_export_rgb_gaussian_prior.py,no,unknown,no,none,delete
tests/test_extend_lafgs_metric_state.py,no,unknown,no,none,delete
tests/test_failure_atlas.py,no,unknown,no,none,delete
tests/test_fixed_budget_certifier.py,no,unknown,no,none,delete
tests/test_full_primitive_retrieval.py,no,unknown,no,none,delete
tests/test_full_script_args.py,no,unknown,no,none,delete
tests/test_functional_replay.py,no,unknown,no,none,delete
tests/test_gaussian_prior.py,no,unknown,no,none,delete
tests/test_geometry_selector.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_geometry_teacher.py,no,unknown,no,none,delete
tests/test_group_saturated_consensus.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_hard_candidate_preservation.py,no,unknown,no,none,delete
tests/test_harmful_outcome_triage.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_interpolate_candidate_state.py,no,unknown,no,none,delete
tests/test_joint_assignment_loso.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_joint_assignment_production_profile.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_joint_assignment_training.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_kpdetector_matchability.py,no,unknown,no,none,delete
tests/test_la_artifacts.py,no,unknown,no,none,delete
tests/test_la_qualitative_diagnostics.py,no,unknown,no,none,delete
tests/test_la_update_summarizers.py,no,unknown,no,none,delete
tests/test_lafgs_cambridge_experiments.py,no,unknown,no,none,delete
tests/test_lafgs_checkpoint_integrity.py,no,unknown,no,none,delete
tests/test_lafgs_dense_field_refinement.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_lafgs_dense_refinement_diagnostics.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_lafgs_dense_refinement_gate.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_lafgs_dense_refinement_local_matching.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_lafgs_geometry_drift_diagnostics.py,no,unknown,no,none,delete
tests/test_lafgs_mainline.py,no,unknown,no,none,delete
tests/test_lafgs_paper_mainline_protocol.py,no,unknown,no,none,delete
tests/test_lafgs_query_cache_signature.py,no,unknown,no,none,delete
tests/test_lafgs_reconstruction.py,no,unknown,no,none,delete
tests/test_lafgs_release_protocol.py,no,unknown,no,none,delete
tests/test_lafgs_training_args_logging.py,no,unknown,no,none,delete
tests/test_lafgs_v7.py,no,unknown,no,none,delete
tests/test_landmark_distill.py,no,unknown,no,none,delete
tests/test_local_assignment.py,no,unknown,no,none,delete
tests/test_local_context_adapter.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_localization_utility.py,no,unknown,no,none,delete
tests/test_locaware_losses.py,no,unknown,no,none,delete
tests/test_make_stdloc_eval_cfg.py,no,unknown,no,none,delete
tests/test_map_information_bias.py,no,unknown,no,none,delete
tests/test_map_sanitization.py,no,unknown,no,none,delete
tests/test_materialize_candidate_field.py,no,unknown,no,none,delete
tests/test_merge_lafgs_cached_replays.py,no,unknown,no,none,delete
tests/test_merge_lafgs_dynamic_outcomes.py,no,unknown,no,none,delete
tests/test_merge_stdloc_eval_shards.py,no,unknown,no,none,delete
tests/test_micro_anchors.py,no,unknown,no,none,delete
tests/test_native_matchability.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_no_reference_valid_mask.py,no,unknown,no,none,delete
tests/test_one_of_k_reranker_training.py,no,unknown,no,none,delete
tests/test_pair_measurement.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_pair_reliability.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_pair_scorer.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_pose_forward_audit.py,no,unknown,no,none,delete
tests/test_pose_information.py,no,unknown,no,none,delete
tests/test_pose_refiner.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_pose_sufficient_selector.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_positive_retrieval.py,no,unknown,no,none,delete
tests/test_preemptive_pose_verification.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_prepare_cambridge_mapping_only_colmap.py,no,unknown,no,none,delete
tests/test_prepare_cambridge_official_eval_colmap.py,no,unknown,no,none,delete
tests/test_prepare_colmap_flat_image_view.py,no,unknown,no,none,delete
tests/test_progressive_coreset.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_pseudo_query_ab.py,no,unknown,no,none,delete
tests/test_query_context.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_rank_budget.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_relational_context.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_render_artifact_audit.py,no,unknown,no,none,delete
tests/test_render_artifact_weights.py,no,unknown,no,none,delete
tests/test_renderer_loc_grad.py,no,unknown,no,none,delete
tests/test_repair_activation_calibration.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_scene_loaded_lr_scale.py,no,unknown,no,none,delete
tests/test_scene_normalization.py,no,unknown,no,none,delete
tests/test_seed_graph_context.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_select_candidate_checkpoint.py,no,unknown,no,none,delete
tests/test_select_lafgs_clean_initialization.py,no,unknown,no,none,delete
tests/test_select_lafgs_map_checkpoint.py,no,unknown,no,none,delete
tests/test_selection_aware_reconstruction.py,no,unknown,no,none,delete
tests/test_slim_lafgs_query_cache.py,no,unknown,no,none,delete
tests/test_slps_residual_signatures.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_slps_selector.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_sparse_candidate_teacher.py,no,unknown,no,none,delete
tests/test_sparse_frontend.py,no,unknown,no,none,delete
tests/test_splat_provenance.py,no,unknown,no,none,delete
tests/test_stdloc_config_paths.py,no,unknown,no,none,delete
tests/test_summarize_group_saturated_solver.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_summarize_joint_assignment_p1.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_summarize_lafgs_prior_robustness.py,no,unknown,no,none,delete
tests/test_summarize_lafgs_v1_multiscene.py,no,unknown,no,none,delete
tests/test_superpoint_joint_forward.py,no,unknown,no,none,delete
tests/test_support_sparse_pnp.py,no,unknown,no,none,delete
tests/test_surface_anchor.py,no,unknown,no,none,delete
tests/test_synthetic_evidence.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_teacher_stage_diagnostics.py,no,unknown,no,none,delete
tests/test_topk_metric_contract.py,no,unknown,no,none,delete
tests/test_topology_controller.py,no,unknown,no,none,delete
tests/test_topology_stats.py,no,unknown,no,none,delete
tests/test_train_coreset_v2.py,no,unknown,no,none,delete
tests/test_train_locaware_masks.py,no,unknown,no,none,delete
tests/test_trajectory_stable_candidate.py,no,unknown,no,none; excluded by frozen method,delete
tests/test_two_stage_pose_refinement.py,no,unknown,no,none,delete
tests/test_ulfloc_initializer.py,no,unknown,no,none,delete
tests/test_v10_pose_sufficient_maps.py,no,unknown,no,none,delete
tests/test_valid_support_mask_audit_scripts.py,no,unknown,no,none,delete
tests/test_valid_support_mask_package.py,no,unknown,no,none,delete
tests/test_verified_structure_update.py,no,unknown,no,none,delete
tests/test_verify_geometry_teacher_statistics.py,no,unknown,no,none,delete
tests/test_verify_lafgs_direct_holdout.py,no,unknown,no,none,delete
tests/test_viewpoint_training_bundle.py,no,unknown,no,none; excluded by frozen method,delete
train.py,no,unknown,review,root-level release equivalent,review
train_coreset_v2.py,no,unknown,review,root-level release equivalent,review
train_detector.py,no,unknown,review,root-level release equivalent,review
train_lafgs.py,no,unknown,review,root-level release equivalent,review
train_lafgs_map.py,yes,entrypoint,yes,features + evidence + map_learning,migrate
train_locaware.py,no,unknown,review,root-level release equivalent,review
utils/camera_utils.py,yes,unknown,yes,root-level core module,migrate
utils/camera_utils_ori.py,no,unknown,review,root-level release equivalent,review
utils/clip_utils.py,no,unknown,review,root-level release equivalent,review
utils/general_utils.py,yes,unknown,yes,root-level core module,migrate
utils/graphics_utils.py,yes,unknown,yes,root-level core module,migrate
utils/image_utils.py,yes,unknown,yes,root-level core module,migrate
utils/loss_utils.py,no,unknown,review,root-level release equivalent,review
utils/match_sampling.py,no,unknown,review,root-level release equivalent,review
utils/mcube_utils.py,no,unknown,review,root-level release equivalent,review
utils/mesh_utils.py,no,unknown,review,root-level release equivalent,review
utils/pose_utils.py,yes,unknown,yes,root-level core module,migrate
utils/render_utils.py,no,unknown,review,root-level release equivalent,review
utils/sample.py,no,unknown,review,root-level release equivalent,review
utils/sh_utils.py,yes,unknown,yes,root-level core module,migrate
utils/system_utils.py,yes,unknown,yes,root-level core module,migrate
utils/viz.py,no,unknown,review,root-level release equivalent,review
valid_support_mask/__init__.py,no,unknown,no,external dependency or removed research path,delete
valid_support_mask/no_reference.py,no,unknown,no,external dependency or removed research path,delete
valid_support_mask/score_mask.py,no,unknown,no,external dependency or removed research path,delete
